Datetime,site_name,I,OLS,poly,yXGB,yRF,CNN
2023-02-13 14:30:00+07:00,ISL001,707.3936,637.7318104441989,641.6185955417516,638.32983,638.171778817953,626.9871
2023-02-13 15:00:00+07:00,ISL001,613.1257,617.8080016650255,616.4252346949472,641.12866,585.517416373987,564.19965
2023-02-13 15:30:00+07:00,ISL001,512.2366,553.807449405623,527.6791857056365,531.0606,532.2351321471455,474.22028
2023-02-13 16:00:00+07:00,ISL001,413.0303,476.1604216036267,425.44458755552455,465.9534,438.7690521561063,364.0437
2023-02-16 08:30:00+07:00,ISL001,41.48228,88.79646831714263,179.03305664620962,122.28716,169.818343331675,198.57253
2023-02-16 09:00:00+07:00,ISL001,72.83176,89.54902782508705,190.48750267425854,192.10892,106.37479432522849,275.95856
2023-02-16 09:30:00+07:00,ISL001,68.29578,134.06888889519993,208.95068768957816,152.43668,212.46163507384415,374.20276
2023-02-16 10:00:00+07:00,ISL001,98.87707,181.30555278498124,226.6118247256728,199.88469,269.21152761039315,410.39542
2023-02-16 10:30:00+07:00,ISL001,80.14786,231.06242731640202,235.08447797630478,250.03006,294.9823161126262,464.5856
2023-02-16 11:00:00+07:00,ISL001,104.0715,258.429238726776,196.8614710040889,279.61108,226.40738897488092,502.0786
2023-02-16 11:30:00+07:00,ISL001,215.0933,274.79541005634087,165.50491303026857,310.48853,245.98631782243797,524.8928
2023-02-16 13:00:00+07:00,ISL001,558.6207,558.3966363844422,559.2944068423926,556.59033,609.4547081848273,568.2312
2023-02-16 13:30:00+07:00,ISL001,699.7117,494.4877032276604,506.645334699867,513.3122,471.14292957932406,560.48145
2023-02-16 14:00:00+07:00,ISL001,415.5178,558.1941019749861,617.6369019827672,701.05493,622.9777215698163,557.4964
2023-02-16 14:30:00+07:00,ISL001,616.5276,341.3141974115799,319.8305728934335,326.87744,365.80874742888454,525.0759
2023-02-16 15:00:00+07:00,ISL001,421.956,537.1634229031059,536.6371742277986,683.3689,570.5639820436662,482.4475
2023-02-16 15:30:00+07:00,ISL001,592.9332,463.4659223118922,465.37163749946455,547.6943,450.7630663430082,418.52017
2023-02-21 11:30:00+07:00,ISL001,856.5322,776.144862735013,808.1080742877768,805.394,790.294658182942,810.7497
2023-02-21 12:00:00+07:00,ISL001,886.638,807.4455883824935,845.749443323236,833.89795,851.5607401851486,832.82526
2023-02-21 12:30:00+07:00,ISL001,903.5381,820.5733866275567,857.1093981475007,833.3803,834.906686156241,838.90924
2023-02-21 13:00:00+07:00,ISL001,874.5664,820.3554289921191,842.5113745573509,828.5598,802.6678027705686,819.435
2023-02-21 13:30:00+07:00,ISL001,857.9589,794.2424271540742,821.2999576482373,833.2086,774.8431395983644,787.5499
2023-02-21 14:00:00+07:00,ISL001,779.2377,753.9458413707935,778.3952414982651,752.5537,772.2012519422269,737.77234
2023-02-21 14:30:00+07:00,ISL001,713.9415,693.3716811685746,710.617708962281,735.61383,710.1624309808708,677.65753
2023-02-21 15:00:00+07:00,ISL001,620.4783,639.7450683623467,638.1558224119747,665.01056,641.145637401912,593.58405
2023-02-21 15:30:00+07:00,ISL001,532.3559,571.7603205720593,547.0192909200282,552.4453,537.7560222893703,502.8396
2023-02-21 16:00:00+07:00,ISL001,416.8713,486.8152595343522,441.8768948458363,431.92038,439.9841513777431,393.3708
2023-02-22 08:00:00+07:00,ISL001,257.5633,241.30421320560373,173.19516108593822,234.70824,237.4419880829909,224.89368
2023-02-22 08:30:00+07:00,ISL001,373.7063,372.52890662082825,302.41520421571875,361.5526,351.0987595355125,339.03995
2023-02-22 09:00:00+07:00,ISL001,486.1548,457.68407579218876,404.63581162616777,462.22614,465.8966971557485,444.05893
2023-02-22 09:30:00+07:00,ISL001,591.6163,542.3204756139985,506.7087430415236,576.452,573.918425415378,547.8866
2023-02-22 10:00:00+07:00,ISL001,681.2385,615.6688693953613,598.7400621389567,669.8608,675.3999403008104,631.8926
2023-02-22 10:30:00+07:00,ISL001,768.5562,680.2684971943172,682.0712375607277,768.8079,753.9396908490496,710.202
2023-02-22 11:00:00+07:00,ISL001,832.7183,735.4445621666778,755.0584387743198,804.8438,792.5650567519124,767.8601
2023-02-22 11:30:00+07:00,ISL001,867.9453,780.8506707329892,813.9589398065759,836.3048,824.5374120597932,814.5817
2023-02-22 12:00:00+07:00,ISL001,883.4189,813.7113731873487,850.0017730454664,833.32574,853.5620351904151,835.3543
2023-02-22 12:30:00+07:00,ISL001,898.0145,827.4805624452854,856.6603610750609,865.03687,879.881952584119,836.778
2023-02-22 13:00:00+07:00,ISL001,893.4053,824.9412161341243,841.2128351276422,853.71234,804.4475553793596,822.3101
2023-02-22 13:30:00+07:00,ISL001,867.7625,803.954241390894,814.9001680031292,859.1747,790.1194836271717,798.0917
2023-02-22 14:00:00+07:00,ISL001,801.3323,769.4479787779558,770.782844261644,778.0056,771.0947022892328,750.6626
2023-02-22 14:30:00+07:00,ISL001,753.9605,711.7048607654556,718.8582528861522,740.17596,733.0429478824564,684.3322
2023-02-22 15:00:00+07:00,ISL001,680.9824,629.45055975259,628.777212076971,649.0784,645.5486038182319,593.41907
2023-02-22 15:30:00+07:00,ISL001,540.9523,559.4957897819502,542.9388307956608,550.777,535.9372884010792,495.201
2023-02-22 16:00:00+07:00,ISL001,419.6514,473.92953301920227,438.3633243625425,462.36276,444.83434626686227,386.6897
2023-02-24 08:00:00+07:00,ISL001,242.5287,254.86188468787958,181.24528855416494,235.83505,235.37358856324238,233.20099
2023-02-24 08:30:00+07:00,ISL001,356.4769,380.38946944171613,309.2404480070197,356.01794,353.2888702118224,349.34396
2023-02-24 09:00:00+07:00,ISL001,466.0721,463.7638166059396,412.37660548861635,458.5746,465.02086265863886,447.09055
2023-02-24 09:30:00+07:00,ISL001,572.0457,543.379529191129,509.3910735335949,569.216,567.1845660072927,550.6962
2023-02-24 10:00:00+07:00,ISL001,660.79,618.2160525098582,601.1197979275037,665.97595,674.0873260312381,637.7981
2023-02-24 10:30:00+07:00,ISL001,732.9999,687.1964310875342,688.0334902481999,765.5714,759.5116507688658,719.90454
2023-02-24 11:00:00+07:00,ISL001,795.1136,745.3434239456715,764.6258405038088,817.5649,807.5850031844575,778.1236
2023-02-24 11:30:00+07:00,ISL001,849.9843,788.4718885224578,820.1252621395208,869.18713,859.9287757950165,826.59106
2023-02-24 12:00:00+07:00,ISL001,884.0773,815.8533987193064,853.4524487607694,855.13086,866.4817359053615,851.9239
2023-02-24 12:30:00+07:00,ISL001,887.9183,833.1489942013653,866.1535657633307,899.55786,886.2854178344182,863.4822
2023-02-24 13:00:00+07:00,ISL001,844.3875,830.4732235995519,854.4100509718802,848.5348,845.5499941140972,846.8859
2023-02-24 13:30:00+07:00,ISL001,786.2977,803.4279765025988,831.008172755166,854.4096,848.6403182332423,816.49286
2023-02-24 14:00:00+07:00,ISL001,729.4882,762.8305348356755,786.2524990273122,727.0533,719.0424879176909,763.2132
2023-02-24 14:30:00+07:00,ISL001,666.8624,710.9550109825525,723.3193381747641,711.78345,719.3605710470085,698.6671
2023-02-24 15:00:00+07:00,ISL001,564.3273,635.2225386507512,633.4188550711983,635.54974,634.0436198155454,608.2579
2023-02-24 15:30:00+07:00,ISL001,489.0812,540.7855924984215,517.3753836892621,516.82245,515.5208811460482,506.9172
2023-02-24 16:00:00+07:00,ISL001,380.5103,453.79094714415953,412.46111679176477,412.09192,414.40669986534033,393.14203
2023-02-27 08:00:00+07:00,ISL001,258.5509,253.19739509770747,187.0848862819977,243.23457,246.4875394316172,214.30832
2023-02-27 08:30:00+07:00,ISL001,370.9994,400.54752879080036,329.15737908549136,366.64243,360.33021793766716,329.26913
2023-02-27 09:00:00+07:00,ISL001,483.6673,486.32115247465623,439.9365210082544,462.10214,455.9434420974244,445.37405
2023-02-27 09:30:00+07:00,ISL001,582.9467,570.4733656185526,544.7390187980848,591.7596,563.9748041869882,555.4517
2023-02-27 10:00:00+07:00,ISL001,699.0166,641.6077755765573,635.2946597074965,679.8403,654.8317741766567,644.1532
2023-02-27 12:00:00+07:00,ISL001,876.7612,821.9008415536795,864.0906970848406,875.3566,877.8769495059715,853.2535
2023-02-27 12:30:00+07:00,ISL001,874.1274,833.8009139770628,875.5272904217279,882.37286,873.4265968888612,861.5638
2023-02-27 13:00:00+07:00,ISL001,857.0809,826.3579119349765,866.9364658303725,876.35864,871.5185400568378,845.4606
2023-02-27 13:30:00+07:00,ISL001,815.5986,800.3826744260905,838.5177322132954,850.0664,838.0351487444561,816.33276
2023-02-27 14:00:00+07:00,ISL001,774.4456,763.9703857673621,793.1817026424678,776.126,795.2128273034101,763.0433
2023-02-27 14:30:00+07:00,ISL001,696.9315,708.5582126435886,725.4564813635551,721.70715,722.5663021761046,698.69434
2023-02-27 15:00:00+07:00,ISL001,616.7837,642.1411571202245,642.7827797974433,653.7916,629.6227549887986,611.343
2023-02-27 15:30:00+07:00,ISL001,523.1742,568.0791367585246,548.946019735781,529.15576,534.7333708825032,515.9723
2023-02-27 16:00:00+07:00,ISL001,418.115,483.76977123916197,443.8812932579045,425.0235,431.555627756871,404.0104
2023-03-02 08:00:00+07:00,ISL001,260.7823,251.21686814935708,190.287945612349,243.62383,259.0485410322036,219.15623
2023-03-02 08:30:00+07:00,ISL001,351.6848,370.5880466877838,312.9991036516494,366.4935,341.86521749341676,327.34653
2023-03-02 09:00:00+07:00,ISL001,471.742,462.7643792247988,419.5443300153933,433.31674,445.31154216911966,449.74643
2023-03-02 09:30:00+07:00,ISL001,563.1932,555.0208786414782,523.7533882824627,561.9423,565.4778108667831,569.4459
2023-03-02 10:00:00+07:00,ISL001,623.5511,631.191196040377,622.4253954179322,663.62787,653.6820097285076,651.2309
2023-03-02 10:30:00+07:00,ISL001,727.2202,688.4645250954643,694.47989683677,737.52264,752.0498152648479,723.263
2023-03-02 11:00:00+07:00,ISL001,810.9529,753.5719430960606,775.7245498580946,796.6153,827.1222495148603,788.09247
2023-03-02 11:30:00+07:00,ISL001,836.9982,800.8059138417078,835.6479088565784,861.92926,860.0412270502113,845.62775
2023-03-02 12:00:00+07:00,ISL001,858.2515,827.1852040531045,869.4569649853073,895.03906,880.0771307357239,866.86334
2023-03-02 12:30:00+07:00,ISL001,837.9127,835.2198965981867,881.4355840526149,876.3387,871.965036970334,855.28705
2023-03-02 13:00:00+07:00,ISL001,813.2941,829.0675071563963,874.0489366152821,866.58984,870.63908224049,854.478
2023-03-02 13:30:00+07:00,ISL001,811.2455,805.0212223437625,844.9131376383372,818.89264,838.2238347625046,826.34784
2023-03-02 14:00:00+07:00,ISL001,757.6552,772.7614392177084,801.4643837495495,758.7422,782.6967305691142,770.9807
2023-03-02 14:30:00+07:00,ISL001,711.1248,720.1060750610793,737.5253648243594,731.9198,713.1052071172852,703.30206
2023-03-02 16:00:00+07:00,ISL001,434.6128,510.0085298199068,459.1656035009051,459.88235,437.76136763091074,397.8019
2023-03-03 08:00:00+07:00,ISL001,276.8412,269.24170323602846,200.04784272783613,259.23978,272.3256676591687,228.92195
2023-03-03 08:30:00+07:00,ISL001,389.8017,386.978573431154,325.02896344954297,340.34756,343.7598588498168,346.51297
2023-03-03 09:00:00+07:00,ISL001,473.9734,475.617525658328,432.34091612657824,448.70248,446.0573778118328,455.57986
2023-03-03 09:30:00+07:00,ISL001,598.8593,546.385999118608,523.6446687298705,541.86646,525.4384852885165,548.94073
2023-03-03 10:00:00+07:00,ISL001,632.2572,620.5575473745482,611.1748836285965,654.1942,638.8652623795621,649.3417
2023-03-03 10:30:00+07:00,ISL001,769.3243,664.8665525875208,681.4520914618894,719.85376,712.4156899681111,654.7376
2023-03-03 11:00:00+07:00,ISL001,766.4344,738.5524039580317,770.7200406002303,786.10236,803.9577014176823,766.39325
2023-03-03 11:30:00+07:00,ISL001,860.7756,797.9691511615886,841.5379528713859,846.9418,843.9345255165753,784.1377
2023-03-03 12:00:00+07:00,ISL001,870.5791,804.7543668545807,869.8400583658564,821.79553,808.2905071553225,774.1252
2023-03-03 12:30:00+07:00,ISL001,856.898,831.071613976958,886.7864027513351,918.599,847.9283817786214,798.85443
2023-03-03 13:00:00+07:00,ISL001,807.7704,838.1658212440057,866.3402396784796,861.4959,841.3502856592168,790.0781
2023-03-03 13:30:00+07:00,ISL001,837.8762,823.2955191527096,833.4881727441814,882.0294,804.533274405696,773.61884
2023-03-03 14:00:00+07:00,ISL001,702.0162,726.5567966514844,784.6072658900183,646.7085,715.4033311081363,700.07635
2023-03-03 14:30:00+07:00,ISL001,708.491,717.9094372334318,730.9517996474586,668.21704,694.1308933110986,588.5918
2023-03-03 15:00:00+07:00,ISL001,604.2731,602.7119477879241,625.0692667672303,568.8427,638.4961060856089,536.723
2023-03-03 15:30:00+07:00,ISL001,534.9897,589.8842527999223,566.4978984109139,515.9536,536.6860573661168,521.0927
2023-03-03 16:00:00+07:00,ISL001,408.1651,470.492305779988,454.5272773082782,354.45728,380.90039521647697,391.12405
2023-03-04 08:00:00+07:00,ISL001,254.7465,267.409770502269,199.26813893635423,256.84213,246.741558334642,241.55486
2023-03-04 08:30:00+07:00,ISL001,364.8904,393.66604901418447,329.74044227904045,346.74796,337.5480233734057,357.05338
2023-03-04 09:00:00+07:00,ISL001,469.8033,486.6925366927855,440.2305760336654,463.39154,455.2116698444141,470.3312
2023-03-04 09:30:00+07:00,ISL001,581.8127,569.7370124930624,541.9097962533112,573.2904,565.5164697553195,576.92834
2023-03-04 10:00:00+07:00,ISL001,674.2151,646.3933766021751,638.8168726204018,666.9188,663.1331462934703,663.48267
2023-03-04 10:30:00+07:00,ISL001,748.1442,710.2041507283739,719.6944323023633,754.71326,754.2103361838235,743.79
2023-03-04 11:00:00+07:00,ISL001,806.3804,768.2026579614712,795.5683809625597,826.5224,804.9359451566847,802.9819
2023-03-04 11:30:00+07:00,ISL001,846.1068,806.4909802354249,844.5446613720975,858.63574,843.9002785547259,848.72125
2023-03-04 12:00:00+07:00,ISL001,870.1036,834.9785722568971,878.954185997385,904.0956,881.5181635262321,870.6899
2023-03-04 12:30:00+07:00,ISL001,868.3111,846.4517599465885,889.8689758695126,899.45215,871.4423340787826,878.99475
2023-03-04 13:00:00+07:00,ISL001,850.533,838.5038666275827,880.6366427839098,866.01764,873.6571785350759,862.83453
2023-03-04 13:30:00+07:00,ISL001,821.3418,815.7960296337867,852.6505112572593,832.1474,843.7830705575815,832.6491
2023-03-04 14:00:00+07:00,ISL001,770.1657,779.4323105328697,806.4472279920094,763.00586,774.3060345794678,778.09393
2023-03-04 15:30:00+07:00,ISL001,493.2879,570.2877390326785,552.9540624886388,526.7417,528.0303039386887,525.5921
2023-03-04 16:00:00+07:00,ISL001,412.4451,480.66926586227083,442.8502558245048,389.4533,422.8648190128844,412.1067
2023-03-05 08:00:00+07:00,ISL001,248.1986,280.28992099728447,207.54162872240178,248.85545,244.29940275810884,243.47562
2023-03-05 08:30:00+07:00,ISL001,353.6236,399.2289858256946,336.250492716182,335.65262,345.32488510952936,355.4744
2023-03-05 09:00:00+07:00,ISL001,467.3524,487.1253565027993,443.23982720596166,434.85974,447.8056112028389,468.22717
2023-03-05 09:30:00+07:00,ISL001,567.5098,567.2581887719342,541.9227859466428,569.0852,560.0596889937452,573.0747
2023-03-05 10:00:00+07:00,ISL001,658.3391,644.5967181180697,638.5137000131291,674.58307,646.4333089741315,661.7464
2023-03-05 10:30:00+07:00,ISL001,726.4154,706.1210872804372,715.3037137857805,753.78784,729.545109902463,742.1426
2023-03-05 11:00:00+07:00,ISL001,789.846,764.0724417173714,792.1970349805019,800.1105,794.04860552114,799.9769
2023-03-05 11:30:00+07:00,ISL001,828.8774,803.8735163027077,844.6349851436792,842.44135,825.6227267706156,844.7147
2023-03-05 12:00:00+07:00,ISL001,851.0817,825.492033989015,872.6343167364832,881.9579,870.5206782351746,864.82684
2023-03-05 12:30:00+07:00,ISL001,845.558,837.5463606782428,887.7173014758532,912.9401,859.0726625819641,871.45715
2023-03-05 13:00:00+07:00,ISL001,830.0845,824.9612661378584,872.823822153315,876.51355,869.9488012187966,852.9269
2023-03-05 13:30:00+07:00,ISL001,790.6873,800.5476694548931,841.7596603788047,853.0094,822.827629344805,825.8072
2023-03-05 14:00:00+07:00,ISL001,759.6671,761.7869227312692,792.7466311067475,772.5515,744.6365452765484,777.22833
2023-03-05 14:30:00+07:00,ISL001,680.3972,713.0149092902327,730.3054337504591,711.4474,707.0014152998531,713.6715
2023-03-05 15:00:00+07:00,ISL001,598.53,647.9875405149098,649.1661311631066,630.1618,629.2541072588039,625.8288
2023-03-05 15:30:00+07:00,ISL001,508.3957,567.8124928511963,548.9172209140934,527.4205,529.0940828093237,528.29004
2023-03-05 16:00:00+07:00,ISL001,414.3472,478.03910090888223,439.34176982776563,388.07233,421.64546515491173,413.49823
2023-03-07 08:00:00+07:00,ISL001,219.9219,311.80049762590664,226.4645765347779,237.49767,241.0241411769369,255.43005
2023-03-07 08:30:00+07:00,ISL001,324.8713,397.09524911153386,334.77567678429756,339.7895,335.5350830176547,368.76117
2023-03-07 09:00:00+07:00,ISL001,429.455,483.7572028394412,439.1628782499126,429.55072,443.30853459826835,476.21655
2023-03-07 09:30:00+07:00,ISL001,523.4302,566.1945739321484,538.635014169456,553.5914,551.1968675060413,579.9108
2023-03-07 10:00:00+07:00,ISL001,618.064,641.2529264199445,630.3136268294144,666.5486,658.0771479628843,669.15076
2023-03-07 10:30:00+07:00,ISL001,678.6413,704.9696255781482,709.3879117019334,757.2839,722.7021978086469,749.1504
2023-03-07 11:00:00+07:00,ISL001,743.2059,757.6037591943032,778.3387472115546,778.5673,797.1776830661007,804.8614
2023-03-07 11:30:00+07:00,ISL001,802.9418,796.5719631698366,831.5346152590427,879.06805,871.3077685860112,844.2087
2023-03-07 12:00:00+07:00,ISL001,835.3156,815.7437462792201,854.1544348236542,901.71375,842.9726793393897,845.19403
2023-03-07 12:30:00+07:00,ISL001,670.1912,822.5946720011684,867.6624869372324,880.15656,860.9923359328283,818.9925
2023-03-07 13:00:00+07:00,ISL001,812.3064,719.7441007184784,706.5841315183123,767.76685,769.2089568282707,790.88165
2023-03-07 14:30:00+07:00,ISL001,657.827,699.0361039077062,707.9930210141464,707.27844,694.0839121852093,712.3045
2023-03-07 15:00:00+07:00,ISL001,583.0565,635.7548224082686,628.6327044171187,618.37604,626.2934073009422,628.8297
2023-03-07 15:30:00+07:00,ISL001,482.7527,557.5376926855424,533.5869255796797,515.1338,519.1045559792743,531.3934
2023-03-07 16:00:00+07:00,ISL001,378.2057,460.6740182309484,419.76157750587754,392.67813,397.8220846119963,417.64233
2023-03-08 08:00:00+07:00,ISL001,218.605,298.3018718138678,220.64439621236755,225.7847,214.7740469711842,260.7974
2023-03-08 08:30:00+07:00,ISL001,315.7262,388.24763105398165,328.05788462706863,343.30725,325.2197854364316,372.98602
2023-03-08 09:00:00+07:00,ISL001,430.9182,469.07772135717744,424.6794567016146,418.92444,413.2908981244471,474.8746
2023-03-08 09:30:00+07:00,ISL001,543.2203,552.4247198340001,523.1616709263039,511.13763,511.65377339236875,576.1707
2023-03-08 10:00:00+07:00,ISL001,633.062,633.5665316684413,622.3353803244986,657.05475,638.3944267343601,665.2514
2023-03-08 10:30:00+07:00,ISL001,703.6624,694.9777830163853,695.9850182817701,730.48206,743.590485984746,743.97955
2023-03-08 11:00:00+07:00,ISL001,771.1533,748.2283016725606,763.611413112162,788.5193,785.144339674864,789.5852
2023-03-08 11:30:00+07:00,ISL001,793.8333,790.7373866502073,820.866337775886,860.75867,860.2857376773308,815.6784
2023-03-08 12:00:00+07:00,ISL001,562.9006,815.9115215367419,856.8564995816201,903.3671,860.4788486906261,822.30835
2023-03-08 12:30:00+07:00,ISL001,754.18,748.2371215519074,739.4558816690818,734.4488,770.5741338924291,810.0738
2023-03-08 13:00:00+07:00,ISL001,823.1342,785.7185448350651,803.9263617200518,786.14526,795.7819271322396,798.1185
2023-03-08 13:30:00+07:00,ISL001,828.475,780.362413794328,810.2355557041993,805.19434,825.37926337697,782.46655
2023-03-08 14:00:00+07:00,ISL001,732.9999,652.3026709146054,635.0481071595289,711.3523,680.272613344633,733.82025
2023-03-08 14:30:00+07:00,ISL001,672.7518,695.3783982101536,701.6873704652627,702.1112,677.8864171283049,706.5018
2023-03-08 15:00:00+07:00,ISL001,587.2266,628.3220992713578,619.381599257746,621.1812,616.092181624516,628.263
2023-03-08 15:30:00+07:00,ISL001,493.1416,543.8513710742709,516.9248320440606,479.57663,497.8661322159424,530.7348
2023-03-08 16:00:00+07:00,ISL001,380.0347,450.67819173405405,412.0286587807977,369.31485,378.12272346055346,414.86725
2023-03-09 08:00:00+07:00,ISL001,217.4344,310.382668474236,228.59896456083266,205.07545,219.1731671857585,264.2052
2023-03-09 08:30:00+07:00,ISL001,308.1175,386.8807978951952,327.15043804730703,336.60498,326.2296729058414,376.11868
2023-03-09 09:00:00+07:00,ISL001,381.4248,462.3376058907821,416.2864849215038,445.56213,411.3663082117832,481.24615
2023-03-09 09:30:00+07:00,ISL001,528.6247,510.40462717024616,478.58400855950845,428.60928,429.51250890162345,577.5744
2023-03-09 10:00:00+07:00,ISL001,555.2919,610.2940140982814,585.7291389743231,617.1194,609.3238964488819,666.9559
2023-03-09 10:30:00+07:00,ISL001,595.3841,683.8602564437332,675.3844362468546,664.8857,692.6554635823734,743.8398
2023-03-09 11:00:00+07:00,ISL001,741.8158,703.5507349054408,693.3846096473292,729.40704,705.5257746397376,769.6921
2023-03-09 11:30:00+07:00,ISL001,503.5305,734.8796077708796,729.1987645046198,657.0823,659.9208525713246,800.9386
2023-03-09 12:00:00+07:00,ISL001,756.0822,636.651328917646,580.1721171543209,680.1995,641.3201639407454,774.29724
2023-03-09 12:30:00+07:00,ISL001,789.0778,558.6982835251515,432.4600345792664,414.22913,389.2487642190561,755.35333
2023-03-09 13:00:00+07:00,ISL001,781.5422,775.417926171026,792.8918817323637,480.74982,608.1542846965168,764.98596
2023-03-09 13:30:00+07:00,ISL001,703.516,726.9562298955965,724.4110465556896,731.583,683.8255669515621,749.60956
2023-03-09 14:00:00+07:00,ISL001,693.9319,650.5485532080676,636.6853073336966,642.58716,610.9089478277034,706.66736
2023-03-09 14:30:00+07:00,ISL001,638.988,587.6208799146186,570.2541407884693,548.99786,607.7445040462845,657.2325
