,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
49,0.5188714981079101,0.12504027270623602,0.011055946350097656,0.00512460196541118,0.6,6,5,100,1,"{'colsample_bytree': 0.6, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 100, 'subsample': 1}",-81.30839897159196,-94.19048828710208,-96.84898014222314,-94.33047163387995,-112.96021241347832,-95.92771028965508,10.101962599053701,17
50,0.41313581466674804,0.015262884707494182,0.01042628288269043,0.003697203185825695,0.6,6,7,100,0.8,"{'colsample_bytree': 0.6, 'max_depth': 6, 'min_child_weight': 7, 'n_estimators': 100, 'subsample': 0.8}",-79.73897755101508,-95.57525981077838,-98.60376280811512,-95.85022305101396,-110.34140045263733,-96.02192473471197,9.768076910866824,18
51,0.4306341648101807,0.011356394942956647,0.009431791305541993,0.003327205336281802,0.6,6,7,100,1,"{'colsample_bytree': 0.6, 'max_depth': 6, 'min_child_weight': 7, 'n_estimators': 100, 'subsample': 1}",-81.54801377872006,-94.77119866307076,-98.56248586636937,-95.02887513693211,-111.02390224742199,-96.18689513850286,9.41724233050023,21
52,0.5135861873626709,0.00995263968039391,0.006966590881347656,0.0014811728465942454,0.6,6,9,100,0.8,"{'colsample_bytree': 0.6, 'max_depth': 6, 'min_child_weight': 9, 'n_estimators': 100, 'subsample': 0.8}",-82.11007187982602,-94.85018788166106,-96.94196248991481,-96.53869411298753,-106.93349990665257,-95.4748832542084,7.919499201288813,13
53,0.4166748523712158,0.048499504793442304,0.00589442253112793,0.0009600850287033912,0.6,6,9,100,1,"{'colsample_bytree': 0.6, 'max_depth': 6, 'min_child_weight': 9, 'n_estimators': 100, 'subsample': 1}",-80.53688506710658,-93.93356041690808,-96.75981427049601,-93.00825005698337,-108.75980237954295,-94.5996624382074,9.01014774302601,6
54,0.4150141716003418,0.04955439894131345,0.01718311309814453,0.012634907848157772,0.6,6,11,100,0.8,"{'colsample_bytree': 0.6, 'max_depth': 6, 'min_child_weight': 11, 'n_estimators': 100, 'subsample': 0.8}",-80.51875695373923,-94.57271745255385,-96.91978122844878,-95.52783483514271,-108.5812172625922,-95.22406154649534,8.92246137082325,10
55,0.4698760509490967,0.04936427733560538,0.008334589004516602,0.0008924088298095769,0.6,6,11,100,1,"{'colsample_bytree': 0.6, 'max_depth': 6, 'min_child_weight': 11, 'n_estimators': 100, 'subsample': 1}",-78.59597261257542,-93.22001929292193,-98.13370040514236,-94.75729983209963,-109.37281637615935,-94.81596170377973,9.884815906794117,8
56,0.5642161846160889,0.04144970665673933,0.010416221618652344,0.0012662275243934592,0.6,8,5,100,0.8,"{'colsample_bytree': 0.6, 'max_depth': 8, 'min_child_weight': 5, 'n_estimators': 100, 'subsample': 0.8}",-83.8654161903547,-96.16087776398496,-101.65425861097819,-100.2530749818215,-112.7605481671277,-98.9388351428534,9.328081346207528,39
57,0.5132715702056885,0.031491723295676975,0.01033482551574707,0.002257921397030488,0.6,8,5,100,1,"{'colsample_bytree': 0.6, 'max_depth': 8, 'min_child_weight': 5, 'n_estimators': 100, 'subsample': 1}",-84.94993473653324,-97.59624708765217,-100.05309570471793,-96.741243708916,-111.37468635618377,-98.14304151880062,8.426705405006519,34
58,0.5797555923461915,0.009889461698189632,0.009474039077758789,0.002208569209047132,0.6,8,7,100,0.8,"{'colsample_bytree': 0.6, 'max_depth': 8, 'min_child_weight': 7, 'n_estimators': 100, 'subsample': 0.8}",-83.95229129229091,-96.62849522314279,-103.91276151296806,-99.03472228134798,-112.18182391200091,-99.14201884435013,9.272040104152797,45
59,0.5583866119384766,0.01728680584335181,0.010155534744262696,0.0028415269209540674,0.6,8,7,100,1,"{'colsample_bytree': 0.6, 'max_depth': 8, 'min_child_weight': 7, 'n_estimators': 100, 'subsample': 1}",-85.79035206636375,-98.2571538266766,-103.092444485439,-97.46724312355961,-111.55989048552833,-99.23341679751346,8.385970384853204,48
60,0.6030328273773193,0.051631647322542475,0.011370992660522461,0.003200727963667423,0.6,8,9,100,0.8,"{'colsample_bytree': 0.6, 'max_depth': 8, 'min_child_weight': 9, 'n_estimators': 100, 'subsample': 0.8}",-85.44589360894985,-97.75968841672966,-99.79871654355146,-101.39305638999393,-112.02884813314645,-99.28524061847426,8.496598290028672,49
61,0.6745929718017578,0.04911625089851427,0.011711978912353515,0.0032176419640904904,0.6,8,9,100,1,"{'colsample_bytree': 0.6, 'max_depth': 8, 'min_child_weight': 9, 'n_estimators': 100, 'subsample': 1}",-83.58531946448959,-95.06066441277382,-98.38519309604698,-96.99952383511054,-109.17199840974956,-96.6405398436341,8.162657946975678,24
62,0.8364151954650879,0.042118317622181614,0.01816878318786621,0.004170081812364328,0.6,8,11,100,0.8,"{'colsample_bytree': 0.6, 'max_depth': 8, 'min_child_weight': 11, 'n_estimators': 100, 'subsample': 0.8}",-83.20181076717449,-95.67808784149013,-99.20239278660496,-98.83142732757806,-111.21571565917337,-97.62588687640421,8.949525548257396,28
63,0.6707866668701172,0.1125115977714472,0.012980985641479491,0.003158138556463502,0.6,8,11,100,1,"{'colsample_bytree': 0.6, 'max_depth': 8, 'min_child_weight': 11, 'n_estimators': 100, 'subsample': 1}",-81.75480017600653,-97.42025671631177,-100.01729793263961,-95.77732010924522,-111.1752121962916,-97.22897742609896,9.421955782238024,27
64,0.8996337890625,0.03414435777568683,0.013344573974609374,0.003733637784783856,0.6,10,5,100,0.8,"{'colsample_bytree': 0.6, 'max_depth': 10, 'min_child_weight': 5, 'n_estimators': 100, 'subsample': 0.8}",-84.75226180134466,-101.08438583457986,-100.09767250050186,-101.65965706635222,-110.93393253572296,-99.70558194770031,8.43268504162653,53
65,0.6524030208587647,0.08681065507322983,0.014334774017333985,0.006387891789975669,0.6,10,5,100,1,"{'colsample_bytree': 0.6, 'max_depth': 10, 'min_child_weight': 5, 'n_estimators': 100, 'subsample': 1}",-86.54770311327796,-98.08033295459806,-103.75806532201514,-96.96425586337159,-114.09223639624007,-99.88851872990057,9.01684198376481,54
66,0.6883805751800537,0.057626582700177835,0.014540529251098633,0.0024005858778421924,0.6,10,7,100,0.8,"{'colsample_bytree': 0.6, 'max_depth': 10, 'min_child_weight': 7, 'n_estimators': 100, 'subsample': 0.8}",-86.2330629444447,-95.8351141565487,-105.95829611433764,-103.39159867597361,-113.47448364692333,-100.9785111076456,9.280661116083003,60
67,0.6800370216369629,0.024043005859139724,0.014200973510742187,0.001562064203952537,0.6,10,7,100,1,"{'colsample_bytree': 0.6, 'max_depth': 10, 'min_child_weight': 7, 'n_estimators': 100, 'subsample': 1}",-85.36027733855445,-99.47648940438542,-102.62650419872635,-99.85862115058869,-113.36879532446193,-100.13813748334337,8.945874287497942,56
