Datetime,site_name,CI0_cm,CI1_cm,Iclr,I,k,HR,CI0_ov,CI1_ov
2023-02-16 13:30:00+07:00,ISL033,0.4627450980392157,0.788235294117647,822.8904371595697,934.8881,1.1361027638466925,13,0.4078431372549019,0.4117647058823529
2023-02-16 14:00:00+07:00,ISL033,0.4745098039215686,0.4627450980392157,777.5385287147361,871.1392,1.120380750057473,14,0.3450980392156862,0.4078431372549019
2023-02-16 14:30:00+07:00,ISL033,0.2549019607843137,0.4745098039215686,714.8681462986963,768.175,1.0745687914300075,14,0.0823529411764705,0.3450980392156862
2023-02-16 15:00:00+07:00,ISL033,0.2588235294117647,0.2549019607843137,636.1596866792063,420.55,0.6610761555723493,15,0.1764705882352941,0.0823529411764705
2023-02-16 15:30:00+07:00,ISL033,0.1686274509803921,0.2588235294117647,543.1154320342306,588.229,1.0830644192833874,15,0.2078431372549019,0.1764705882352941
2023-02-21 11:30:00+07:00,ISL033,0.2823529411764706,0.2980392156862745,834.3446927796917,892.1957,1.0693370590368023,11,0.0196078431372549,0.0196078431372549
2023-02-21 12:00:00+07:00,ISL033,0.2705882352941176,0.2823529411764706,863.5475512946214,909.0988,1.0527489755915451,12,0.0313725490196078,0.0196078431372549
2023-02-21 12:30:00+07:00,ISL033,0.2588235294117647,0.2705882352941176,873.9112245475228,911.5135,1.043027568929494,12,0.0313725490196078,0.0313725490196078
2023-02-21 13:00:00+07:00,ISL033,0.2549019607843137,0.2588235294117647,865.236776051176,898.8604,1.0388606042640465,13,0.0392156862745098,0.0313725490196078
2023-02-21 13:30:00+07:00,ISL033,0.2509803921568627,0.2549019607843137,837.6906577959405,869.4006,1.0378540000523486,13,0.0352941176470588,0.0392156862745098
2023-02-21 14:00:00+07:00,ISL033,0.2549019607843137,0.2509803921568627,791.8055829677817,809.1288,1.0218781193323856,14,0.0313725490196078,0.0352941176470588
2023-02-21 14:30:00+07:00,ISL033,0.2588235294117647,0.2549019607843137,728.4845719393694,734.7551,1.0086076333009184,14,0.0274509803921568,0.0313725490196078
2023-02-21 15:00:00+07:00,ISL033,0.2549019607843137,0.2588235294117647,649.0136587324929,635.6544,0.97941605919576,15,0.0274509803921568,0.0274509803921568
2023-02-21 15:30:00+07:00,ISL033,0.2627450980392157,0.2549019607843137,555.0978283351454,523.1278,0.9424064971916208,15,0.0196078431372549,0.0274509803921568
2023-02-21 16:00:00+07:00,ISL033,0.2784313725490196,0.2627450980392157,448.9576225005934,407.124,0.906820554092412,16,0.0313725490196078,0.0196078431372549
2023-02-22 08:00:00+07:00,ISL033,0.3529411764705882,0.4705882352941176,205.3270677196227,282.6204,1.37644005312501,8,0.0196078431372549,0.0352941176470588
2023-02-22 08:30:00+07:00,ISL033,0.3098039215686274,0.3529411764705882,325.6925625214336,400.1696,1.2286728223143415,8,0.0039215686274509,0.0196078431372549
2023-02-22 09:00:00+07:00,ISL033,0.3176470588235294,0.3098039215686274,441.8686207556604,515.3041,1.1661930170980552,9,0.0,0.0039215686274509
2023-02-22 09:30:00+07:00,ISL033,0.3215686274509804,0.3176470588235294,549.0942192954424,622.3251,1.133366693968336,9,0.0,0.0
2023-02-22 10:00:00+07:00,ISL033,0.3176470588235294,0.3215686274509804,644.2870719751209,721.0394,1.1191275308219175,10,0.0039215686274509,0.0
2023-02-22 10:30:00+07:00,ISL033,0.3098039215686274,0.3176470588235294,725.1770915231026,800.4359,1.1037799033596467,10,0.0156862745098039,0.0039215686274509
2023-02-22 11:00:00+07:00,ISL033,0.2980392156862745,0.3098039215686274,790.0210751894414,860.9973,1.0898409258177562,11,0.0156862745098039,0.0156862745098039
2023-02-22 11:30:00+07:00,ISL033,0.2862745098039215,0.2980392156862745,837.4990243900787,901.9512,1.0769579112726244,11,0.0274509803921568,0.0156862745098039
2023-02-22 12:00:00+07:00,ISL033,0.2745098039215686,0.2862745098039215,866.675591555356,932.9564,1.0764770683407558,12,0.0313725490196078,0.0274509803921568
2023-02-22 12:30:00+07:00,ISL033,0.2627450980392157,0.2745098039215686,876.9864127838861,930.928,1.061507893885018,12,0.0352941176470588,0.0313725490196078
2023-02-22 13:00:00+07:00,ISL033,0.2549019607843137,0.2627450980392157,868.2337300335091,912.576,1.0510718121545215,13,0.0313725490196078,0.0352941176470588
2023-02-22 13:30:00+07:00,ISL033,0.2549019607843137,0.2549019607843137,840.5853623667164,883.5026,1.0510563704231628,13,0.0352941176470588,0.0313725490196078
2023-02-22 14:00:00+07:00,ISL033,0.2549019607843137,0.2549019607843137,794.5755647450405,829.799,1.0443298747379195,14,0.0352941176470588,0.0352941176470588
2023-02-22 14:30:00+07:00,ISL033,0.2509803921568627,0.2549019607843137,731.1089916177891,722.0052,0.987547969287528,14,0.0352941176470588,0.0352941176470588
2023-02-22 15:00:00+07:00,ISL033,0.2588235294117647,0.2509803921568627,651.4732021658639,652.2678,1.0012196938131828,15,0.0352941176470588,0.0352941176470588
2023-02-22 15:30:00+07:00,ISL033,0.2549019607843137,0.2588235294117647,557.3741712962118,540.7071,0.9700971588664552,15,0.0352941176470588,0.0352941176470588
2023-02-22 16:00:00+07:00,ISL033,0.2666666666666666,0.2549019607843137,451.0319163305486,424.7033,0.9416258242991986,16,0.0352941176470588,0.0352941176470588
2023-02-23 08:00:00+07:00,ISL033,0.3803921568627451,0.4862745098039215,207.7794824424549,269.8706,1.298831803928193,8,0.1019607843137254,0.0823529411764705
2023-02-23 08:30:00+07:00,ISL033,0.3176470588235294,0.3803921568627451,328.4062064014211,388.7721,1.183814716110425,8,0.0,0.1019607843137254
2023-02-23 09:00:00+07:00,ISL033,0.3137254901960784,0.3176470588235294,444.75479386793126,501.7816,1.1282207789962635,9,0.0,0.0
2023-02-23 09:30:00+07:00,ISL033,0.3176470588235294,0.3137254901960784,552.1019703117859,618.3649,1.1200193682532844,9,0.0,0.0
2023-02-23 10:00:00+07:00,ISL033,0.3137254901960784,0.3176470588235294,647.3786283578476,690.0342,1.0658896815150565,10,0.0,0.0
2023-02-23 10:30:00+07:00,ISL033,0.3098039215686274,0.3137254901960784,728.3200114464659,775.5157,1.0648007576502012,10,0.0,0.0
2023-02-23 11:00:00+07:00,ISL033,0.2941176470588235,0.3098039215686274,793.1854122623159,847.7646,1.0688101254686642,11,0.0117647058823529,0.0
2023-02-23 11:30:00+07:00,ISL033,0.2901960784313726,0.2941176470588235,840.6562909802775,889.4912,1.0580914097041692,11,0.0392156862745098,0.0117647058823529
2023-02-23 12:00:00+07:00,ISL033,0.2784313725490196,0.2901960784313726,869.7984569574992,892.2922,1.0258608679546093,12,0.0235294117647058,0.0392156862745098
2023-02-23 12:30:00+07:00,ISL033,0.2666666666666666,0.2784313725490196,880.0487226901171,901.0819,1.0239000145873618,12,0.0392156862745098,0.0235294117647058
2023-02-23 13:00:00+07:00,ISL033,0.2705882352941176,0.2666666666666666,871.2106535397012,884.1787,1.0148850870998996,13,0.0509803921568627,0.0392156862745098
2023-02-23 13:30:00+07:00,ISL033,0.2705882352941176,0.2705882352941176,843.4535715508331,856.8441,1.0158758334789504,13,0.0549019607843137,0.0509803921568627
2023-02-23 14:00:00+07:00,ISL033,0.2823529411764706,0.2705882352941176,797.313401669615,538.5822,0.6754962338174441,14,0.0862745098039215,0.0549019607843137
2023-02-23 14:30:00+07:00,ISL033,0.2862745098039215,0.2823529411764706,733.6965554544149,691.2899,0.9422013703905828,14,0.1215686274509803,0.0862745098039215
